filename,width,height,class,xmin,ymin,xmax,ymax
EDF 08 - EST-04.jpg,1600,1280,slab,969.0,603.0,1178.0,800.0
EDF 08 - EST-04.jpg,1600,1280,slab,948.0,609.0,820.0,687.0
EDF 08 - EST-04.jpg,1600,1280,slab,820.0,716.0,949.0,796.0
E014-EST-04.jpg,1600,1280,column,638.0,532.0,666.0,547.0
E014-EST-04.jpg,1600,1280,column,990.0,535.0,1019.0,551.0
E014-EST-04.jpg,1600,1280,column,1004.0,669.0,1019.0,698.0
E014-EST-04.jpg,1600,1280,column,1004.0,815.0,1019.0,845.0
E014-EST-04.jpg,1600,1280,column,890.0,815.0,905.0,845.0
E014-EST-04.jpg,1600,1280,column,889.0,669.0,905.0,698.0
E014-EST-04.jpg,1600,1280,column,637.0,669.0,653.0,698.0
E014-EST-04.jpg,1600,1280,column,637.0,816.0,653.0,845.0
E014-EST-04.jpg,1600,1280,beam,905.0,831.0,1003.0,844.0
E014-EST-04.jpg,1600,1280,beam,890.0,816.0,902.0,697.0
E014-EST-04.jpg,1600,1280,beam,905.0,669.0,1003.0,682.0
E014-EST-04.jpg,1600,1280,beam,1019.0,681.0,1059.0,669.0
E014-EST-04.jpg,1600,1280,beam,1019.0,845.0,1059.0,832.0
E014-EST-04.jpg,1600,1280,beam,1047.0,832.0,1059.0,681.0
E014-EST-04.jpg,1600,1280,slab,906.0,831.0,1003.0,815.0
EDF 03 - EST-05.jpg,1600,1280,column,775.0,401.0,794.0,414.0
EDF 03 - EST-05.jpg,1600,1280,column,596.0,402.0,615.0,414.0
EDF 03 - EST-05.jpg,1600,1280,column,776.0,528.0,795.0,541.0
EDF 03 - EST-05.jpg,1600,1280,column,776.0,679.0,795.0,693.0
EDF 03 - EST-05.jpg,1600,1280,column,596.0,680.0,615.0,695.0
EDF 03 - EST-05.jpg,1600,1280,column,992.0,681.0,1013.0,695.0
EDF 03 - EST-05.jpg,1600,1280,column,993.0,527.0,1013.0,541.0
EDF 03 - EST-05.jpg,1600,1280,column,992.0,401.0,1013.0,415.0
EDF 03 - EST-05.jpg,1600,1280,column,595.0,521.0,609.0,541.0
EDF 03 - EST-05.jpg,1600,1280,beam,616.0,400.0,770.0,415.0
EDF 03 - EST-05.jpg,1600,1280,beam,610.0,526.0,774.0,541.0
EDF 03 - EST-05.jpg,1600,1280,beam,774.0,416.0,787.0,525.0
EDF 03 - EST-05.jpg,1600,1280,beam,569.0,415.0,582.0,524.0
EDF 03 - EST-05.jpg,1600,1280,beam,568.0,400.0,592.0,415.0
EDF 03 - EST-05.jpg,1600,1280,beam,569.0,527.0,593.0,540.0
EDF 03 - EST-05.jpg,1600,1280,slab,582.0,414.0,775.0,526.0
06 EDF EST-08.jpg,1600,1280,beam,1003.0,524.0,1015.0,584.0
06 EDF EST-08.jpg,1600,1280,beam,1003.0,389.0,1015.0,410.0
06 EDF EST-08.jpg,1600,1280,column,988.0,374.0,1015.0,388.0
06 EDF EST-08.jpg,1600,1280,beam,651.0,389.0,663.0,410.0
06 EDF EST-08.jpg,1600,1280,column,636.0,374.0,663.0,389.0
06 EDF EST-08.jpg,1600,1280,column,651.0,498.0,665.0,524.0
06 EDF EST-08.jpg,1600,1280,slab,671.0,431.0,819.0,504.0
06 EDF EST-08.jpg,1600,1280,slab,847.0,430.0,995.0,503.0
06 EDF EST-05.jpg,1600,1280,slab,74.0,414.0,140.0,870.0
06 EDF EST-05.jpg,1600,1280,column,140.0,893.0,167.0,909.0
06 EDF EST-05.jpg,1600,1280,column,140.0,708.0,167.0,724.0
06 EDF EST-05.jpg,1600,1280,column,350.0,707.0,377.0,723.0
06 EDF EST-05.jpg,1600,1280,column,350.0,893.0,377.0,909.0
06 EDF EST-05.jpg,1600,1280,column,140.0,374.0,167.0,389.0
06 EDF EST-05.jpg,1600,1280,column,350.0,373.0,377.0,389.0
06 EDF EST-05.jpg,1600,1280,column,636.0,607.0,663.0,623.0
06 EDF EST-05.jpg,1600,1280,column,636.0,374.0,663.0,389.0
06 EDF EST-05.jpg,1600,1280,column,636.0,894.0,663.0,910.0
06 EDF EST-05.jpg,1600,1280,column,988.0,893.0,1015.0,909.0
06 EDF EST-05.jpg,1600,1280,column,987.0,583.0,1015.0,599.0
06 EDF EST-05.jpg,1600,1280,column,1147.0,714.0,1174.0,729.0
06 EDF EST-05.jpg,1600,1280,column,1146.0,894.0,1175.0,909.0
06 EDF EST-05.jpg,1600,1280,column,988.0,374.0,1015.0,389.0
06 EDF EST-05.jpg,1600,1280,column,1147.0,374.0,1174.0,390.0
06 EDF EST-05.jpg,1600,1280,column,1355.0,374.0,1382.0,390.0
06 EDF EST-05.jpg,1600,1280,column,1355.0,714.0,1382.0,730.0
06 EDF EST-05.jpg,1600,1280,column,1355.0,894.0,1382.0,909.0
06 EDF EST-05.jpg,1600,1280,column,666.0,524.0,651.0,497.0
06 EDF EST-05.jpg,1600,1280,column,559.0,524.0,542.0,497.0
06 EDF EST-05.jpg,1600,1280,beam,167.0,373.0,350.0,387.0
06 EDF EST-05.jpg,1600,1280,beam,377.0,374.0,509.0,388.0
06 EDF EST-05.jpg,1600,1280,beam,663.0,374.0,988.0,387.0
06 EDF EST-05.jpg,1600,1280,beam,666.0,512.0,988.0,524.0
06 EDF EST-05.jpg,1600,1280,beam,167.0,710.0,350.0,723.0
06 EDF EST-05.jpg,1600,1280,beam,377.0,711.0,651.0,723.0
06 EDF EST-05.jpg,1600,1280,beam,377.0,897.0,636.0,909.0
06 EDF EST-05.jpg,1600,1280,beam,1015.0,896.0,1147.0,909.0
06 EDF EST-05.jpg,1600,1280,beam,1174.0,897.0,1355.0,909.0
06 EDF EST-05.jpg,1600,1280,beam,1174.0,714.0,1355.0,726.0
06 EDF EST-05.jpg,1600,1280,beam,1174.0,374.0,1355.0,386.0
06 EDF EST-05.jpg,1600,1280,beam,1015.0,374.0,1147.0,386.0
06 EDF EST-05.jpg,1600,1280,beam,663.0,611.0,988.0,623.0
06 EDF EST-05.jpg,1600,1280,beam,167.0,896.0,350.0,909.0
06 EDF EST-05.jpg,1600,1280,beam,1147.0,735.0,1000.0,713.0
06 EDF EST-05.jpg,1600,1280,beam,880.0,454.0,931.0,442.0
06 EDF EST-05.jpg,1600,1280,beam,650.0,512.0,558.0,499.0
06 EDF EST-05.jpg,1600,1280,beam,140.0,725.0,152.0,894.0
06 EDF EST-05.jpg,1600,1280,beam,140.0,389.0,152.0,709.0
06 EDF EST-05.jpg,1600,1280,beam,427.0,388.0,440.0,711.0
06 EDF EST-05.jpg,1600,1280,beam,542.0,388.0,556.0,497.0
06 EDF EST-05.jpg,1600,1280,beam,651.0,389.0,663.0,497.0
06 EDF EST-05.jpg,1600,1280,beam,868.0,386.0,880.0,512.0
06 EDF EST-05.jpg,1600,1280,beam,931.0,386.0,943.0,512.0
06 EDF EST-05.jpg,1600,1280,beam,988.0,389.0,1000.0,584.0
06 EDF EST-05.jpg,1600,1280,beam,651.0,623.0,663.0,894.0
06 EDF EST-05.jpg,1600,1280,beam,1370.0,389.0,1382.0,714.0
06 EDF EST-05.jpg,1600,1280,beam,1369.0,729.0,1382.0,894.0
06 EDF EST-05.jpg,1600,1280,beam,651.0,524.0,663.0,608.0
06 EDF EST-05.jpg,1600,1280,beam,988.0,599.0,1000.0,894.0
06 EDF EST-05.jpg,1600,1280,beam,1147.0,729.0,1159.0,894.0
06 EDF EST-05.jpg,1600,1280,slab,152.0,388.0,427.0,709.0
06 EDF EST-05.jpg,1600,1280,slab,152.0,894.0,651.0,723.0
06 EDF EST-05.jpg,1600,1280,slab,663.0,524.0,988.0,610.0
06 EDF EST-05.jpg,1600,1280,slab,880.0,454.0,931.0,512.0
06 EDF EST-05.jpg,1600,1280,slab,943.0,386.0,988.0,512.0
06 EDF EST-05.jpg,1600,1280,slab,1000.0,735.0,1146.0,894.0
06 EDF EST-05.jpg,1600,1280,slab,1369.0,730.0,1159.0,894.0
06 EDF EST-05.jpg,1600,1280,slab,1000.0,389.0,1369.0,713.0
06 EDF EST-05.jpg,1600,1280,slab,558.0,512.0,651.0,608.0
06 EDF EST-05.jpg,1600,1280,column,509.0,374.0,523.0,389.0
06 EDF EST-05.jpg,1600,1280,beam,440.0,512.0,542.0,524.0
06 EDF EST-05.jpg,1600,1280,beam,523.0,389.0,636.0,374.0
06 EDF EST-05.jpg,1600,1280,slab,440.0,388.0,541.0,512.0
EDF 07-EST-06.jpg,1600,1280,column,914.0,881.0,939.0,894.0
EDF 07-EST-06.jpg,1600,1280,column,606.0,881.0,631.0,894.0
EDF 07-EST-06.jpg,1600,1280,column,606.0,545.0,631.0,559.0
EDF 07-EST-06.jpg,1600,1280,column,914.0,546.0,939.0,559.0
EDF 07-EST-06.jpg,1600,1280,column,915.0,676.0,928.0,689.0
EDF 07-EST-06.jpg,1600,1280,column,915.0,785.0,928.0,797.0
EDF 07-EST-06.jpg,1600,1280,column,619.0,675.0,632.0,687.0
EDF 07-EST-06.jpg,1600,1280,column,619.0,785.0,632.0,797.0
EDF 07-EST-06.jpg,1600,1280,beam,640.0,766.0,721.0,694.0
EDF 07-EST-06.jpg,1600,1280,beam,618.0,688.0,632.0,785.0
EDF 07-EST-06.jpg,1600,1280,beam,618.0,798.0,634.0,879.0
EDF 07-EST-06.jpg,1600,1280,beam,914.0,798.0,929.0,881.0
EDF 07-EST-06.jpg,1600,1280,beam,634.0,784.0,916.0,797.0
EDF 07-EST-06.jpg,1600,1280,beam,635.0,919.0,916.0,932.0
EDF 07-EST-06.jpg,1600,1280,beam,618.0,895.0,632.0,932.0
EDF 07-EST-06.jpg,1600,1280,beam,916.0,895.0,930.0,932.0
EDF 07-EST-06.jpg,1600,1280,slab,632.0,798.0,914.0,919.0
EDF 07-EST-06.jpg,1600,1280,slab,648.0,687.0,729.0,919.0
EDF 07-EST-06.jpg,1600,1280,slab,632.0,785.0,633.0,919.0
06 EDF EST-04.jpg,1600,1280,slab,74.0,414.0,140.0,870.0
06 EDF EST-04.jpg,1600,1280,column,140.0,893.0,167.0,909.0
06 EDF EST-04.jpg,1600,1280,column,140.0,708.0,167.0,724.0
06 EDF EST-04.jpg,1600,1280,column,350.0,707.0,377.0,723.0
06 EDF EST-04.jpg,1600,1280,column,350.0,893.0,377.0,909.0
06 EDF EST-04.jpg,1600,1280,column,140.0,374.0,167.0,389.0
06 EDF EST-04.jpg,1600,1280,column,350.0,373.0,377.0,389.0
06 EDF EST-04.jpg,1600,1280,column,636.0,607.0,663.0,623.0
06 EDF EST-04.jpg,1600,1280,column,636.0,374.0,663.0,389.0
06 EDF EST-04.jpg,1600,1280,column,636.0,894.0,663.0,910.0
06 EDF EST-04.jpg,1600,1280,column,988.0,893.0,1015.0,909.0
06 EDF EST-04.jpg,1600,1280,column,987.0,583.0,1015.0,599.0
06 EDF EST-04.jpg,1600,1280,column,1147.0,714.0,1174.0,729.0
06 EDF EST-04.jpg,1600,1280,column,1146.0,894.0,1175.0,909.0
06 EDF EST-04.jpg,1600,1280,column,988.0,374.0,1015.0,389.0
06 EDF EST-04.jpg,1600,1280,column,1147.0,374.0,1174.0,390.0
06 EDF EST-04.jpg,1600,1280,column,1355.0,374.0,1382.0,390.0
06 EDF EST-04.jpg,1600,1280,column,1355.0,714.0,1382.0,730.0
06 EDF EST-04.jpg,1600,1280,column,1355.0,894.0,1382.0,909.0
06 EDF EST-04.jpg,1600,1280,column,666.0,524.0,651.0,497.0
06 EDF EST-04.jpg,1600,1280,column,559.0,524.0,542.0,497.0
06 EDF EST-04.jpg,1600,1280,beam,167.0,373.0,350.0,387.0
06 EDF EST-04.jpg,1600,1280,beam,377.0,374.0,636.0,387.0
06 EDF EST-04.jpg,1600,1280,beam,663.0,374.0,988.0,387.0
06 EDF EST-04.jpg,1600,1280,beam,666.0,512.0,988.0,524.0
06 EDF EST-04.jpg,1600,1280,beam,167.0,710.0,350.0,723.0
06 EDF EST-04.jpg,1600,1280,beam,377.0,711.0,651.0,723.0
06 EDF EST-04.jpg,1600,1280,beam,377.0,897.0,636.0,909.0
06 EDF EST-04.jpg,1600,1280,beam,1015.0,896.0,1147.0,909.0
06 EDF EST-04.jpg,1600,1280,beam,1174.0,897.0,1355.0,909.0
06 EDF EST-04.jpg,1600,1280,beam,1174.0,714.0,1355.0,726.0
06 EDF EST-04.jpg,1600,1280,beam,1174.0,374.0,1355.0,386.0
06 EDF EST-04.jpg,1600,1280,beam,1015.0,374.0,1147.0,386.0
06 EDF EST-04.jpg,1600,1280,beam,663.0,611.0,988.0,623.0
06 EDF EST-04.jpg,1600,1280,beam,167.0,896.0,350.0,909.0
06 EDF EST-04.jpg,1600,1280,beam,1147.0,735.0,1000.0,713.0
06 EDF EST-04.jpg,1600,1280,beam,880.0,454.0,931.0,442.0
06 EDF EST-04.jpg,1600,1280,beam,650.0,512.0,558.0,499.0
06 EDF EST-04.jpg,1600,1280,beam,140.0,725.0,152.0,894.0
06 EDF EST-04.jpg,1600,1280,beam,140.0,389.0,152.0,709.0
06 EDF EST-04.jpg,1600,1280,beam,542.0,524.0,570.0,711.0
06 EDF EST-04.jpg,1600,1280,beam,542.0,386.0,554.0,497.0
06 EDF EST-04.jpg,1600,1280,beam,651.0,389.0,663.0,497.0
06 EDF EST-04.jpg,1600,1280,beam,868.0,386.0,880.0,512.0
06 EDF EST-04.jpg,1600,1280,beam,931.0,386.0,943.0,512.0
06 EDF EST-04.jpg,1600,1280,beam,988.0,389.0,1000.0,584.0
06 EDF EST-04.jpg,1600,1280,beam,651.0,623.0,663.0,894.0
06 EDF EST-04.jpg,1600,1280,beam,1370.0,389.0,1382.0,714.0
06 EDF EST-04.jpg,1600,1280,beam,1369.0,729.0,1382.0,894.0
06 EDF EST-04.jpg,1600,1280,beam,651.0,524.0,663.0,608.0
06 EDF EST-04.jpg,1600,1280,beam,988.0,599.0,1000.0,894.0
06 EDF EST-04.jpg,1600,1280,beam,1147.0,729.0,1159.0,894.0
06 EDF EST-04.jpg,1600,1280,slab,152.0,387.0,542.0,709.0
06 EDF EST-04.jpg,1600,1280,slab,152.0,894.0,651.0,723.0
06 EDF EST-04.jpg,1600,1280,slab,570.0,513.0,650.0,608.0
06 EDF EST-04.jpg,1600,1280,slab,663.0,524.0,988.0,610.0
06 EDF EST-04.jpg,1600,1280,slab,880.0,454.0,931.0,512.0
06 EDF EST-04.jpg,1600,1280,slab,943.0,386.0,988.0,512.0
06 EDF EST-04.jpg,1600,1280,slab,1000.0,735.0,1146.0,894.0
06 EDF EST-04.jpg,1600,1280,slab,1369.0,730.0,1159.0,894.0
06 EDF EST-04.jpg,1600,1280,slab,1000.0,389.0,1369.0,713.0
EDF 08 - EST-01.jpg,1600,1280,column,309.0,418.0,328.0,405.0
EDF 08 - EST-01.jpg,1600,1280,column,715.0,418.0,735.0,405.0
EDF 08 - EST-01.jpg,1600,1280,column,969.0,405.0,986.0,419.0
EDF 08 - EST-01.jpg,1600,1280,column,309.0,631.0,324.0,606.0
EDF 08 - EST-01.jpg,1600,1280,column,226.0,769.0,247.0,783.0
EDF 08 - EST-01.jpg,1600,1280,column,226.0,985.0,247.0,999.0
EDF 08 - EST-01.jpg,1600,1280,column,622.0,621.0,649.0,635.0
EDF 08 - EST-01.jpg,1600,1280,column,622.0,769.0,649.0,783.0
EDF 08 - EST-01.jpg,1600,1280,column,631.0,985.0,652.0,999.0
EDF 08 - EST-01.jpg,1600,1280,column,1199.0,405.0,1225.0,419.0
EDF 08 - EST-01.jpg,1600,1280,column,1469.0,405.0,1488.0,419.0
EDF 08 - EST-01.jpg,1600,1280,column,1460.0,573.0,1488.0,587.0
EDF 08 - EST-01.jpg,1600,1280,column,1194.0,588.0,1208.0,614.0
EDF 08 - EST-01.jpg,1600,1280,column,957.0,588.0,983.0,603.0
EDF 08 - EST-01.jpg,1600,1280,column,800.0,621.0,815.0,647.0
EDF 08 - EST-01.jpg,1600,1280,column,800.0,757.0,815.0,783.0
EDF 08 - EST-01.jpg,1600,1280,column,1194.0,790.0,1209.0,815.0
EDF 08 - EST-01.jpg,1600,1280,column,880.0,866.0,897.0,881.0
EDF 08 - EST-01.jpg,1600,1280,column,957.0,801.0,983.0,816.0
EDF 08 - EST-01.jpg,1600,1280,column,1460.0,819.0,1488.0,834.0
EDF 08 - EST-01.jpg,1600,1280,column,886.0,985.0,904.0,998.0
EDF 08 - EST-01.jpg,1600,1280,column,1146.0,985.0,1173.0,999.0
EDF 08 - EST-01.jpg,1600,1280,column,1469.0,985.0,1487.0,999.0
EDF 08 - EST-01.jpg,1600,1280,beam,329.0,404.0,713.0,419.0
EDF 08 - EST-01.jpg,1600,1280,beam,306.0,420.0,326.0,605.0
EDF 08 - EST-01.jpg,1600,1280,beam,714.0,420.0,736.0,618.0
EDF 08 - EST-01.jpg,1600,1280,beam,966.0,420.0,988.0,587.0
EDF 08 - EST-01.jpg,1600,1280,beam,1195.0,419.0,1218.0,586.0
EDF 08 - EST-01.jpg,1600,1280,beam,1466.0,418.0,1488.0,571.0
EDF 08 - EST-01.jpg,1600,1280,beam,736.0,419.0,967.0,404.0
EDF 08 - EST-01.jpg,1600,1280,beam,987.0,419.0,1198.0,404.0
EDF 08 - EST-01.jpg,1600,1280,beam,1227.0,420.0,1467.0,404.0
EDF 08 - EST-01.jpg,1600,1280,beam,327.0,635.0,620.0,619.0
EDF 08 - EST-01.jpg,1600,1280,beam,249.0,784.0,620.0,767.0
EDF 08 - EST-01.jpg,1600,1280,beam,308.0,635.0,325.0,768.0
EDF 08 - EST-01.jpg,1600,1280,beam,226.0,786.0,247.0,983.0
EDF 08 - EST-01.jpg,1600,1280,beam,248.0,1000.0,630.0,983.0
EDF 08 - EST-01.jpg,1600,1280,beam,630.0,785.0,653.0,983.0
EDF 08 - EST-01.jpg,1600,1280,beam,651.0,783.0,798.0,768.0
EDF 08 - EST-01.jpg,1600,1280,beam,524.0,636.0,540.0,766.0
EDF 08 - EST-01.jpg,1600,1280,beam,613.0,637.0,625.0,768.0
EDF 08 - EST-01.jpg,1600,1280,beam,651.0,638.0,799.0,617.0
EDF 08 - EST-01.jpg,1600,1280,beam,734.0,768.0,750.0,638.0
EDF 08 - EST-01.jpg,1600,1280,beam,800.0,649.0,815.0,755.0
EDF 08 - EST-01.jpg,1600,1280,beam,801.0,588.0,954.0,604.0
EDF 08 - EST-01.jpg,1600,1280,beam,954.0,798.0,970.0,605.0
EDF 08 - EST-01.jpg,1600,1280,beam,653.0,882.0,878.0,865.0
EDF 08 - EST-01.jpg,1600,1280,beam,654.0,1000.0,883.0,984.0
EDF 08 - EST-01.jpg,1600,1280,beam,906.0,1000.0,1145.0,985.0
EDF 08 - EST-01.jpg,1600,1280,beam,1176.0,1000.0,1468.0,984.0
EDF 08 - EST-01.jpg,1600,1280,beam,1146.0,820.0,1167.0,981.0
EDF 08 - EST-01.jpg,1600,1280,beam,984.0,797.0,1192.0,820.0
EDF 08 - EST-01.jpg,1600,1280,beam,954.0,817.0,970.0,983.0
EDF 08 - EST-01.jpg,1600,1280,beam,879.0,882.0,901.0,982.0
EDF 08 - EST-01.jpg,1600,1280,beam,800.0,797.0,954.0,816.0
EDF 08 - EST-01.jpg,1600,1280,beam,971.0,884.0,1144.0,870.0
EDF 08 - EST-01.jpg,1600,1280,beam,1080.0,602.0,1097.0,868.0
EDF 08 - EST-01.jpg,1600,1280,beam,989.0,604.0,1192.0,588.0
EDF 08 - EST-01.jpg,1600,1280,beam,970.0,669.0,1078.0,652.0
EDF 08 - EST-01.jpg,1600,1280,beam,971.0,763.0,1079.0,747.0
EDF 08 - EST-01.jpg,1600,1280,beam,1194.0,617.0,1209.0,787.0
EDF 08 - EST-01.jpg,1600,1280,beam,1209.0,630.0,1465.0,614.0
EDF 08 - EST-01.jpg,1600,1280,beam,1465.0,590.0,1488.0,816.0
EDF 08 - EST-01.jpg,1600,1280,beam,1465.0,836.0,1488.0,982.0
aug0_06 EDF EST-01.jpg,1600,1280,column,424.02606201171875,112.82038879394531,454.2314453125,135.05751037597656
aug0_06 EDF EST-01.jpg,1600,1280,column,624.8543701171875,174.20448303222656,655.0596923828125,196.44161987304688
aug0_06 EDF EST-01.jpg,1600,1280,column,898.3633422851562,257.80377197265625,928.5686645507812,280.0408935546875
aug0_06 EDF EST-01.jpg,1600,1280,column,326.10382080078125,433.18927001953125,356.3091735839844,455.4263916015625
aug0_06 EDF EST-01.jpg,1600,1280,column,527.224365234375,493.6170654296875,557.4297485351562,515.8541870117188
aug0_06 EDF EST-01.jpg,1600,1280,column,829.9638671875,481.5838623046875,859.212890625,503.5286865234375
aug0_06 EDF EST-01.jpg,1600,1280,column,746.3645629882812,755.0928344726562,776.5699462890625,777.3299560546875
aug0_06 EDF EST-01.jpg,1600,1280,column,472.8556213378906,671.4935302734375,503.06097412109375,693.7306518554688
aug0_06 EDF EST-01.jpg,1600,1280,column,272.02734375,610.1094360351562,302.2326965332031,632.3465576171875
aug0_06 EDF EST-01.jpg,1600,1280,column,1235.946044921875,360.987548828125,1265.195068359375,382.9323425292969
aug0_06 EDF EST-01.jpg,1600,1280,column,1173.605712890625,561.5234985351562,1203.81103515625,583.7606201171875
aug0_06 EDF EST-01.jpg,1600,1280,column,1082.990966796875,857.9842529296875,1113.1962890625,880.2213745117188
aug0_06 EDF EST-01.jpg,1600,1280,column,1236.0030517578125,904.7531127929688,1265.2520751953125,926.6979370117188
aug0_06 EDF EST-01.jpg,1600,1280,column,1287.66162109375,732.322265625,1317.866943359375,754.5593872070312
aug0_06 EDF EST-01.jpg,1600,1280,column,1486.5772705078125,793.1217651367188,1516.7825927734375,815.35888671875
aug0_06 EDF EST-01.jpg,1600,1280,column,1433.9622802734375,965.26025390625,1464.167724609375,987.4974365234375
aug0_06 EDF EST-01.jpg,1600,1280,column,1585.9610595703125,467.97125244140625,1600.0,490.2083740234375
aug0_06 EDF EST-01.jpg,1600,1280,column,1387.04541015625,407.1717529296875,1417.250732421875,429.40887451171875
aug0_06 EDF EST-01.jpg,1600,1280,column,769.007568359375,347.955078125,792.2009887695312,378.4527282714844
aug0_06 EDF EST-01.jpg,1600,1280,column,873.2470092773438,379.81634521484375,895.4840698242188,410.0216979980469
aug0_06 EDF EST-01.jpg,1600,1280,beam,450.7237548828125,120.71263122558594,628.2825927734375,185.38809204101562
aug0_06 EDF EST-01.jpg,1600,1280,beam,353.1732177734375,442.33013916015625,530.0679931640625,507.66961669921875
aug0_06 EDF EST-01.jpg,1600,1280,beam,553.045166015625,504.3782958984375,818.5858764648438,595.94580078125
aug0_06 EDF EST-01.jpg,1600,1280,beam,651.552001953125,181.14041137695312,902.0838623046875,268.9873962402344
aug0_06 EDF EST-01.jpg,1600,1280,beam,777.1920776367188,242.75930786132812,820.529296875,350.50640869140625
aug0_06 EDF EST-01.jpg,1600,1280,beam,881.4315185546875,277.48956298828125,923.8917846679688,382.36767578125
aug0_06 EDF EST-01.jpg,1600,1280,beam,788.7727661132812,355.7932434082031,878.3496704101562,393.5766296386719
aug0_06 EDF EST-01.jpg,1600,1280,beam,714.9310913085938,374.732177734375,795.4923706054688,558.8805541992188
aug0_06 EDF EST-01.jpg,1600,1280,beam,330.78070068359375,128.12158203125,435.20965576171875,435.7406005859375
aug0_06 EDF EST-01.jpg,1600,1280,beam,276.7042236328125,448.490478515625,337.28741455078125,612.6607666015625
aug0_06 EDF EST-01.jpg,1600,1280,beam,297.84814453125,620.8706665039062,475.4069519042969,685.5460815429688
aug0_06 EDF EST-01.jpg,1600,1280,beam,498.6763916015625,682.2547607421875,748.9159545898438,769.1453857421875
aug0_06 EDF EST-01.jpg,1600,1280,beam,765.3863525390625,501.2696533203125,855.4923706054688,762.0287475585938
aug0_06 EDF EST-01.jpg,1600,1280,beam,848.9856567382812,406.59344482421875,884.4306030273438,488.519775390625
aug0_06 EDF EST-01.jpg,1600,1280,beam,855.78466796875,492.3450927734375,1169.1416015625,598.5278930664062
aug0_06 EDF EST-01.jpg,1600,1280,beam,1178.282470703125,375.9964294433594,1246.17333984375,564.0748291015625
aug0_06 EDF EST-01.jpg,1600,1280,beam,1262.643798828125,368.8797912597656,1391.4300537109375,418.6476745605469
aug0_06 EDF EST-01.jpg,1600,1280,beam,925.06103515625,265.6960144042969,1238.41796875,371.8788146972656
aug0_06 EDF EST-01.jpg,1600,1280,beam,1144.8179931640625,356.466064453125,1192.539794921875,478.55804443359375
aug0_06 EDF EST-01.jpg,1600,1280,beam,1505.5989990234375,487.65704345703125,1600.0,800.0576782226562
aug0_06 EDF EST-01.jpg,1600,1280,beam,1414.699462890625,415.3563232421875,1589.3892822265625,479.15484619140625
aug0_06 EDF EST-01.jpg,1600,1280,beam,1087.960205078125,576.82470703125,1184.789306640625,859.5792846679688
aug0_06 EDF EST-01.jpg,1600,1280,beam,1146.284423828125,689.645751953125,1291.08984375,752.11279296875
aug0_06 EDF EST-01.jpg,1600,1280,beam,1239.0595703125,752.11279296875,1297.3836669921875,906.0557861328125
aug0_06 EDF EST-01.jpg,1600,1280,beam,1315.315673828125,740.5068359375,1490.0054931640625,804.3053588867188
aug0_06 EDF EST-01.jpg,1600,1280,beam,1109.76806640625,869.0377807617188,1237.5980224609375,918.5133666992188
aug0_06 EDF EST-01.jpg,1600,1280,beam,1261.8238525390625,915.5143432617188,1436.513671875,979.3128662109375
aug0_06 EDF EST-01.jpg,1600,1280,beam,888.5481567382812,398.8381042480469,1198.079833984375,503.8516845703125
aug0_06 EDF EST-01.jpg,1600,1280,beam,1084.569580078125,338.05084228515625,1132.291259765625,460.142822265625
aug0_06 EDF EST-01.jpg,1600,1280,beam,1112.706787109375,394.1563720703125,1164.987060546875,420.5398254394531
aug0_06 EDF EST-01.jpg,1600,1280,beam,1452.984130859375,812.8075561523438,1512.105712890625,972.1961669921875
aug0_06 EDF EST-01.jpg,1600,1280,slab,342.6283264160156,128.09625244140625,808.3893432617188,551.3599853515625
aug0_06 EDF EST-01.jpg,1600,1280,slab,220.30979919433594,130.82492065429688,416.054443359375,586.8652954101562
aug0_06 EDF EST-01.jpg,1600,1280,slab,287.59552001953125,450.08551025390625,815.0782470703125,760.4337158203125
aug0_06 EDF EST-01.jpg,1600,1280,slab,740.7518310546875,369.2358703613281,875.13427734375,581.97265625
aug0_06 EDF EST-01.jpg,1600,1280,slab,860.2486572265625,409.4371032714844,1196.48486328125,587.6365966796875
aug0_06 EDF EST-01.jpg,1600,1280,slab,1097.2939453125,405.9245910644531,1160.5230712890625,473.8017578125
aug0_06 EDF EST-01.jpg,1600,1280,slab,1156.586181640625,358.0610656738281,1236.158935546875,490.75543212890625
aug0_06 EDF EST-01.jpg,1600,1280,slab,1152.715087890625,376.92742919921875,1599.9342041015625,796.2577514648438
aug0_06 EDF EST-01.jpg,1600,1280,slab,1099.22314453125,709.7285766601562,1284.9515380859375,906.0811767578125
aug0_06 EDF EST-01.jpg,1600,1280,slab,1251.5711669921875,749.5108032226562,1501.2144775390625,970.6011962890625
aug0_06 EDF EST-01.jpg,1600,1280,column,424.02606201171875,112.82038879394531,454.2314453125,135.05751037597656
aug0_06 EDF EST-01.jpg,1600,1280,column,624.8543701171875,174.20448303222656,655.0596923828125,196.44161987304688
aug0_06 EDF EST-01.jpg,1600,1280,column,898.3633422851562,257.80377197265625,928.5686645507812,280.0408935546875
aug0_06 EDF EST-01.jpg,1600,1280,column,326.10382080078125,433.18927001953125,356.3091735839844,455.4263916015625
aug0_06 EDF EST-01.jpg,1600,1280,column,527.224365234375,493.6170654296875,557.4297485351562,515.8541870117188
aug0_06 EDF EST-01.jpg,1600,1280,column,829.9638671875,481.5838623046875,859.212890625,503.5286865234375
aug0_06 EDF EST-01.jpg,1600,1280,column,746.3645629882812,755.0928344726562,776.5699462890625,777.3299560546875
